numero_UAI,dénomination_principale,Dénomination_complémentaire,code_postal_UAI,localité_acheminement,departement,nature_uai,libelle_court,nature libellé,Ministère tutelle ,UAIDTO,ACADCO
0755755Y,ANTENNE DE CFA,ANNEXE CFA A. CROISAT,75016,PARIS,075,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-13,01
0755756Z,ANTENNE DE CFA,ANNEXE CFA E. DE TRAVAIL - ORT,75011,PARIS,075,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-02,01
0755805C,CFA PROMOTRANS PARIS,CFA PROMOTRANS,75009,PARIS,075,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,01
0755810H,ANTENNE DE CFA,C.F.A.T.L. AFTRAL,75011,PARIS,075,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-15,01
0755821V,ANTENNE CFA REGIONAL,CERFAL - CLORIVIÈRE,75012,PARIS,075,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-14,01
0755868W,ANTENNE DE CFA,ASSOCIATION INSTITUT G4 PARI,75003,PARIS,075,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-16,01
0755869X,ANTENNE DE CFA,FERROVIAIRE,75013,PARIS,075,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-16,01
0755901G,ANTENNE CFA DE LA CCI PARIS ID,ESCP EUROPE PARIS MOISANT,75015,PARIS,075,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-16,01
0755900F,ANTENNE CFA DE LA CCI PARIS ID,GOBELIN PARIS GAMBETTA,75020,PARIS,075,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-16,01
0755922E,ANTENNE DE CFA,GEM CAMPUS PARIS,75016,PARIS,075,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,21-Feb-18,01
0761803X,ANTENNE DE CFA,CMA 76 - SITE DE ROUEN - SIMON,76000,ROUEN,076,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,18-Apr-69,21
0762204H,ANTENNE DE CFA,CMA 76 - SITE DU HAVRE,76600,LE HAVRE,076,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,11-Feb-75,21
0762313B,ANTENNE DE CFA,UFA ANDRE VOISIN,76201,DIEPPE CEDEX,076,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,21-Apr-77,21
0762572H,ANTENNE DE CFA,TRANSPORT LOGISTIQUE - AFTRAL,76800,ST ETIENNE DU ROUVRAY,076,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-80,21
0762897L,ANTENNE DE CFA,COMPAGNONS DU DEVOIR,76130,MONT ST AIGNAN,076,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-89,21
0763071A,ANTENNE DE CFA,UFA LE HURLE-VENT,76470,LE TREPORT,076,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-93,21
0763117A,ANTENNE DE CFA,UFA SCHUMAN-PERRET,76050,LE HAVRE CEDEX,076,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,20-Sep-95,21
0763411V,ANTENNE DU CFA HORTICOLE,,76130,MONT ST AIGNAN,076,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-09,21
0763431S,ANTENNE DE CFA,TRANSPORT LOGISTIQUE - AFTRAL,76290,MONTIVILLIERS,076,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,7-Apr-06,21
0770998S,ANTENNE DE CTR DE FORMATION D,DU PAYS DE MEAUX,77124,CHAUCONIN NEUFMONTIERS,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,5-Feb-69,24
0771018N,ANTENNE DE CFA,IMA DU PAYS DE MONTEREAU,77130,ST GERMAIN LAVAL,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,6-Feb-69,24
0771664R,UNITE DE FORMATION EN APPRENTI,GUE A TRESMES - CFA ACADEMIQUE,77440,CONGIS SUR THEROUANNE,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,23-Feb-76,24
0771771G,UNITE DE FORMATION EN APPRENTI,GEORGES CORMIER - CFA ACADEMIQ,77120,COULOMMIERS,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,25-Apr-77,24
0771914M,ANTENNE DE CFA,UFA UTEC AVON-FONTAINEBLEAU,77215,AVON CEDEX,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Jul-79,24
0772242U,ANTENNE DE CFA,METIERS DU TRANSPORT ET DE LA,77186,NOISIEL,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-87,24
0772587U,ANTENNE DE CFA,LOGISTIQUE ET TRANSPORT - AFT,77176,SAVIGNY LE TEMPLE,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-01,24
0772691G,ANTENNE DE CFA,UTEC MEAUX,77100,MEAUX,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-05,24
0772692H,ANTENNE DE CFA,IRTS MELUN,77000,MELUN,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-05,24
0772715H,ANTENNE DE CFA,AFORPA - METIERS AUTOMOBILE,77000,VAUX LE PENIL,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-07,24
0772818V,ANTENNE DE CFA,UTEC PROVINS,77160,PROVINS,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-05,24
0772823A,ANTENNE DE CFA,DU CFAI 77 DE DAMMARIE LES LYS,77190,DAMMARIE LES LYS,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Oct-89,24
0772824B,ANTENNE DE CFA,DU CFAI 77 DE VAUX-LE-PENIL,77000,MELUN,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Oct-89,24
0772739J,UNITE DE FORMATION EN APPRENTI,MAURICE RONDEAU - CFA CERFAL,77600,BUSSY ST GEORGES,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-09,24
0772776Z,ANNEXE DE CFA,,77170,BRIE COMTE ROBERT,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-01,24
0772837R,ANTENNE DE CFA,UFA UTEC MONTEREAU,77130,MONTEREAU FAULT YONNE,077,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-15,24
0780851B,ANTENNE DE CFA,L'EA - CAMPUS JOUY-EN-JOSAS,78356,JOUY EN JOSAS CEDEX,078,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,8-Apr-76,25
0781516Z,ANTENNE DE CFA,SUP DE VENTE CCI PARIS IDF,78100,ST GERMAIN EN LAYE,078,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-78,25
0781809T,ANTENNE DE CFA,CFI L'ECOLE CONNECTEE AU FUTUR,78180,MONTIGNY LE BRETONNEUX,078,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,18-Jan-85,25
0782108T,ANTENNE DE CFA,AOCD COMPAGNONS DU DEVOIR,78680,EPONE,078,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-93,25
0783558U,ANTENNE DE CFA,ANTENNE DE CFA,78600,MAISONS LAFFITTE,078,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-00,25
0783553N,ANTENNE DE CFA,AFFIDA,78320,LA VERRIERE,078,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-95,25
0783662G,ANTENNE DE CFA,FERRANDI PARIS CAMPUS JOUY EN,78350,JOUY EN JOSAS,078,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,25
0783675W,ANTENNE DE CFA,CENTRE DE PRODUCTION DE FORMAT,78260,ACHERES,078,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,4-Jan-10,25
0783679A,ANTENNE DE CFA,CFAI MECAVENIR,78711,MANTES LA VILLE,078,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-12,25
0791192S,ANTENNE DE NIORT,CFAI PC,79000,NIORT,079,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-17,13
0791158E,ANNEXE DE CFA,,79300,BRESSUIRE,079,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-03,13
0791159F,ANNEXE DE CFA,,79011,NIORT CEDEX,079,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-03,13
0791193T,ANTENNE DE CFA,AFTRAL 79 TRANSPORT ET LOGISTI,79260,LA CRECHE,079,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-18,13
0801298B,ANTENNE DE CFA,IREAM,80090,AMIENS,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,19-Feb-69,20
0802003T,ANTENNE DE CFA,IFRIA PICARDIE,80480,DURY,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-96,20
0802154G,ANTENNE DE CFA,UFA MONTALEMBERT DOULLENS,80600,DOULLENS,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,20
0802150C,ANTENNE DE CFA,UFA LA PROVIDENCE AMIENS,80001,AMIENS CEDEX 1,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,20
0802151D,ANTENNE DE CFA,UFA MONTAIGNE,80084,AMIENS CEDEX 2,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,20
0802153F,ANTENNE DE CFA,UFA PIERRE MENDES FRANCE,80201,PERONNE CEDEX,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,20
0802156J,ANTENNE DE CFA,UFA SAINT REMI AMIENS,80001,AMIENS CEDEX 1,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,20
0802161P,ANTENNE DE CFA,UFA LA HOTOIE,80016,AMIENS CEDEX 1,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-15,20
0802095T,ANTENNE DE CFA PRIVE,ESSAS ECLUSIER VAUX,80340,ECLUSIER VAUX,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-07,20
0802097V,ANTENNE DE CFA,PROMEO CFAI PICARDIE SITE DE F,80130,FRIVILLE ESCARBOTIN,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-07,20
0802105D,ANTENNE DE CFA CFAI 8002,CFAI 8002 MONTDIDIER,80500,MONTDIDIER,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-08,20
0802107F,ANTENNE DE CFA CFAI 8002,CFAI 8002 MEAULTE,80300,MEAULTE,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-08,20
0802113M,ANTENNE DE CFA,BTP FORMATION 80 - ST-SAUVEUR,80470,ST SAUVEUR,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-09,20
0802114N,ANTENNE DE CFA,INTERFOR CIFFAC HAM,80400,HAM,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-09,20
0802186S,ANTENNE DE CFA,OFRE,80080,AMIENS,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-19,20
0802199F,ANTENNE DE CFA,UFA SACRÉ COEUR,80007,AMIENS CEDEX 1,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Jul-20,20
0802147Z,ANTENNE DE CFA,UFA BOUCHER DE PERTHES,80142,ABBEVILLE CEDEX,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,20
0802149B,ANTENNE DE CFA,UFA EDOUARD BRANLY,80094,AMIENS CEDEX 3,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,20
0802179J,ANTENNE DE CFA,ANNEXE LOCALE D'ABBEVILLE,80100,ABBEVILLE,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-17,20
0802180K,ANTENNE DE CFA,UFA ACTIF AMIENS,80000,AMIENS,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-17,20
0802185R,ANTENNE DE CFA,UFA DU MARQUENTERRE,80120,RUE,080,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-19,20
0811166C,ANTENNE CTRE FORMAT APPRENTIS,COMP DEVOIR TOUR DE FRANCE,81000,ALBI,081,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,10-Apr-89,16
0820882N,ANTENNE CFA REGIONAL,MAISONS FAMILIALES RURALES,82330,VERFEIL SUR SEYE,082,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-03,16
0831659C,ANTENNE DE CFA,INTERCONSULAIRE MEDITERRANEE C,83700,ST RAPHAEL,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-08,23
0831606V,ANTENNE DE CFA,HYERES METIER DU SPORT,83400,HYERES,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-01,23
0831579R,ANTENNE DE CFA,CHAMBRE DES METIERS FREJUS,83600,FREJUS,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-01,23
0831638E,ANT DE CFA IFSI CROIX ROUGE,METIERS DE L'HOSPITALISATION,83190,OLLIOULES,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,26-May-06,23
0831637D,ANTENNE CFA REGIONAL,DE HYERES,83400,HYERES,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,16-May-06,23
0831648R,ANTENNE DE CFA,METIERS DE LA POSTE GALLIENI,83600,FREJUS,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,22-Dec-06,23
0831652V,ANTENNE  CFA,METIERS DU SOCIAL IFTS,83190,OLLIOULES,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,22-May-07,23
0831753E,ANTENNE DE CFA,INTERUNIV EPURE MED INGENIERIE,83000,TOULON,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,15-Sep-17,23
0831759L,ANTENNE DE CFA,CEFAA EST VAR STELO FORMATION,83700,ST RAPHAEL,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,2-Sep-19,23
0831689K,ANTENNE DE CFA,(IME) SAINT BARNABE,83690,SILLANS LA CASCADE,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-13,23
0831690L,ANTENNE DE CFA,(IME) SALERNES,83690,SALERNES,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-13,23
0831700X,ANTENNE DE CFA,METIERS DE LA POSTE CLARET,83000,TOULON,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,23
0831732G,ANTENNE DE CFA,INTERUNIV EPURE MED UFR TOULON,83000,TOULON,083,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-16,23
0840923X,ANTENNE CFA REGIONAL,DE CARPENTRAS,84208,CARPENTRAS CEDEX,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-74,02
0841105V,ANTENNE DE CFA,CCI MONTFAVET,84911,AVIGNON CEDEX 9,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Jun-06,02
0841101R,ANTENNE DE CFA,TRANSPORT LOGISTIQUE AFT-IFTIM,84000,AVIGNON,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Jun-06,02
0841103T,ANTENNE DE CFA,R.SCHUMAN LGT AUBANEL,84025,AVIGNON CEDEX 1,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Jun-06,02
0841104U,ANTENNE DE CFA,F.MOURET MAÇONNERIE,84400,APT,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Jun-06,02
0841107X,ANTENNE DE CFA SANTE,CERFA HOSP PRIVE IFSI AVIGNON,84902,AVIGNON CEDEX 9,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,SANTE ET SOLIDARITE NATIONALE,1-Jun-06,02
0841114E,ANTENNE DE CFA SANTE,CERFA HOSP PRIVE VAISON LA ROM,84110,VAISON LA ROMAINE,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,SANTE ET SOLIDARITE NATIONALE,1-Sep-06,02
0841122N,ANTENNE DE CFA,FONTCOUVERTE (CM DU VAUCLUSE),84000,AVIGNON,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-07,02
0841131Y,ANTENNE DE CFA,CFAI84,84120,PERTUIS,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,12-Nov-09,02
0841023F,ANTENNE CFA REGIONAL,D'ORANGE,84100,ORANGE,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-95,02
0841036V,ANTENNE DE CFA,R. SCHUMAN  LP ALEXANDRE DUMAS,84300,CAVAILLON,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-97,02
0841153X,ANTENNE DE CFA,ANTENNE FLORENTIN MOURET,84000,AVIGNON,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,02
0841146P,ANTENNE DE CFA,L'OLIVIER (IME),84207,CARPENTRAS CEDEX,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-06,02
0841147R,ANTENNE DE CFA,LTA LES CHENES (UFA),84200,CARPENTRAS,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-06,02
0841148S,ANTENNE DE CFA,SAINT-ANTOINE (IME),84800,L ISLE SUR LA SORGUE,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-06,02
0841149T,ANTENNE DE CFA,ITEP 84,84400,APT,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-06,02
0841150U,ANTENNE DE CFA,UFA AU LP PR VINCENT DE PAUL,84000,AVIGNON,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-06,02
0841161F,ANTENNE DE CFA,EPURE DU LYCÉE AGRICOLE D'ORA,84100,ORANGE,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-15,02
0841167M,ANTENNE DE CFA,METIERS DE LA POSTE LP MONTESQ,84700,SORGUES,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Jul-16,02
0841180B,CFA REG MFR PACA,BOLLENE,84500,BOLLENE,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-17,02
0841200Y,ANTENNE DE CFA,MFR PACA LA FERRAGE LA TOUR D',84240,LA TOUR D AIGUES,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,21-Dec-18,02
0841201Z,ANTENNE DE CFA,MFR PACA ENCLAVE DES PAPES RIC,84600,RICHERENCHES,084,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,10-Jan-19,02
0851436Z,ANTENNE DE CFA,ANX.CFA MAIS.FAM.LA ROCHE,85700,SEVREMONT,085,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-92,17
0851586M,ANTENNE CFA.A.,AGRILIA FORMATION LE LANDREAU,85502,LES HERBIERS CEDEX,085,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-06,17
0851587N,ANTENNE CFA.A.,AGRILIA FORMATION CHALLANS,85300,CHALLANS,085,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-06,17
0851592U,ANTENNE DE CFA,POLE FORMA DES PAYS DE LA LOIR,85000,LA ROCHE SUR YON,085,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-07,17
0851664X,ANT CFA AGRI,AGRILIA FORMATION LA ROCHE SUR,85013,LA ROCHE SUR YON CEDEX,085,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-16,17
0851665Y,ANT CFA,SUP ENVIRONNEMENT - ESA,85200,PISSOTTE,085,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-16,17
0861389T,ANNEXE DE CFA,,86540,THURE,086,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-03,13
0861390U,ANNEXE DE CFA,,86500,MONTMORILLON,086,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-03,13
0861429L,ANNEXE DE CFA,,86000,POITIERS,086,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,AGRICULTURE,1-Sep-11,13
0870766K,UFA LP ST EXUPERY,UFA LP ST EXUPERY,87000,LIMOGES,087,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,9-Jul-74,22
0870767L,UFAI TURGOT,UFAI TURGOT,87001,LIMOGES CEDEX 1,087,620,ANNEXE CFA,ANNEXE DE CENTRE FORMATION D APPRENTIS,MINISTERE DE L'EDUCATION NATIONALE,9-Jul-74,22
